Label,Comment
INTP,책 주문하다가 귀찮아서 안하고 약속잡고 후회하는 인팁 여깄습니다……
INTP,인팁은 여기서 하는말들 90% 생각으로만 하고 입밖에 안냄... 생각하는거 모두 입밖으로 낼때는 싸울때나 인터넷할때뿐
INTP,와 소름.. 싸이언스
INTP,"어렸을 때 부터 난 TV 보는 걸 싫어했는데, 그냥 그 시간 7시, 9시, 10시 이런 정해진 시간에 모든 사람들이 TV앞에서 똑같은 방송을 보고 똑같이 웃고 그런게 너무 기분나빴음 ㅠㅠ 단체 활동 세상에서 제일 싫어함. 인간관계 진짜 힘들어요. 다들 왜 그렇게 시끄러운지."
INTP,실제 인팁은 겁나 깨끗합니다. 더러우면 생활이 안되요
INTP,집 배경만 봐도 맘이 편해짐 ㅋㅋㅋ 호기심이 유일한 동력이져 ㅋㅋㅋ
INTP,14:52 intp 하이퍼리얼리즘 다들 공감못하고 이상한 포인트에 꽂혀서 혼자 뒤집어지게 웃음
INTP,"친구 고민 (관심 없어도)끝까지 들어주고!! 고민 해결주려고 머리 굴리는게 엄청 느껴진당 ,, 지금 엄청 노력하고 있는중이라는거 "
INTP,"인프피 인팁 번갈아서 나오는 사람인데 공감하고 감... 
공감을 해주긴 하는데 둘 특성상 선택적 공감이 많음....ㅋㅋ 내 관심분야나 내 위주 이야기 아니면 노관심... 
그러면 안된다는 걸 알면서도 내가 관심없으면 금방 질리고 피곤해서 리액션에 가끔 영혼 너무 없다는 소리 들음... 하지만 어떻게든 공감하려고 눈치를 많이 보는데? 그런데도 서툴다 보니 눈치 없는 언행 밥먹듯 해서 이불킥 맨날 하고 걍 입 닫고 살지만, 마음속으론 내적 관종끼 품고 삼. 
게으름 만땅이지만 하나에 꽂히면 그 분야만 열내서 파고드는데 금사식 기질도 만땅이라 금방 나가떨어짐... 그러다 금세 또 다른 곳에 금사빠 돼서 덕질이든 연애든 철새기질 만땅... 하지만 참고 오래 파게 되면 그 분야 전문가 되어있고 그럼. 나만의 코드도 독특하고, 혼놀족이 많아서 연애하기 특히 힘든 유형이 맞는 듯... 

그리고 추가로 혼잣말이나 공상하기 좋아해서 sns랑 밈 같은 거 되게 좋아하고 환장하는듯. 자기가 아는 유머코드 나오면 빵터져선 드립폭발함. 밈없이 대화하기 하면 시작하자마자 탈락함."
INTP,와 진심 현대 문화인류학채널이다… 이젠 모든 엠비티아이 유형의 영혼까지 흡수함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INTP,오잉 어떻게 인팁이 첫번째 시리즈가 되었을까요? 인팁으로서 넘나뤼 신기.. 선두에 서는 느낌 너무 낯선..
INTP,와..이거 몇년지나고보니까 첨엔 머가 인팁이야 이러고 엠비티아중에 안맞아서 노잼이라고 생각했는데.. 다시 보니까 말투 나랑 똑같네...
INTP,대학생 새내기 때 과천서울랜드 가자는 말에 과천에 있는데 서울랜드야? 이러면서 10분 미친듯이 웃었던 기억이 나고 지금도 알 수 없게 그 사실이 웃김.
INTP,"인팁의 호감도 올리기 꿀팁

1. 물질적인 방법(가장 직관적이고 쉬움)
- 인팁이 관심있어하는 (좋아하는) 게임이나 캐릭터, 인물의 <<한정판>>굿즈 선물(가격 필요X 천원짜리여도 한정판인게 중요)
- 기대효과 : 인팁의 관심사를 알고있다는 것 만으로도 호감도 상승, 인팁과 친구가 될 수 있음
- 주의사항 : 
  * 선물 주는 사람이 인팁의 관심사로 소통할 수 없다면 어떤 선물로도 호감도를 올릴 수 없음
  * 별로 안친한데 주면서 생색내면 호감도 감소
(인팁의 관심사가 아닌 카카오 선물하기 연령대 랭킹 10위 이런거면 호감도 감소할 수 있음 주의)
- Tip : 선물 주는 이유를 명확히 밝히면 관심사에서 ""조금"" 벗어나도 완충효과 있음
(ex. 친해지고 싶어서/같이 덕질하고싶어서 등)

2. 대화 주제, 맞장구치기
- 인팁의 주된 관심사는 철학기반,  전공자 아니면 관심도 없을 내용이 많음 (종교, 심리, 역사, 우주 등)
- 평소에 가치관의 정립이 되어있는 사람이면 이 방법 추천. 인팁의 주장에 꼭 동의 할 필요는 없음. 하나의 관점보다 여러가지 관점을 알고있다면 호감도 급상승
- 그 주제에 대해 전혀 몰라도 됨. 그 주제에 관심이 있고 인팁의 생각을 듣고싶다고만 해도 충분
- 주의사항 : 무조건 맞다고 하거나 무조건 아니라고 하면 조용히 손절당할 수 있음. 단답형 X 자기 생각과 그 이유까지 말하는 서술형 O

3. 적당한 거리두기
- 인팁은 고양이과/키우기 까다로운 식물
- 과도한 관심은 금물(고통받음)
- 인팁이 먼저 요구하지 않는다면 굳이 해주려 하지 않기 (안주고 안받기)

**인팁의 호감도가 올랐다는 증거
- 왜? 라는 질문 많이함 (중요)
- 말이 많아짐
- 선톡이 옴
※주의※ 선톡 가능성이 0%가 아니라는 말.
 호감도 올랐다고 선톡이 쏟아지거나 하지는 않음
(인팁에게 폰이란 게임기/영상 재생기/mp3/생존신고 용 무전기)
- 가끔 멍청해짐

(+추가)
** 인팁의 중요한 사람 순위 가족 제외 top 5 이내에 들었다면 가끔 특별한 날이 아니어도 신기한 선물을 받을 수 있음"
INTP,"진짜 컨텐츠 천재다 어떻게 이런걸 만들생각을,,, 저는 isfp이고 존버하겠습니다"
INTP,거울치료 당하는 것 같아서 너무 힘듦… 작년부터 인팁 숨기고 사회에서 평균정도 하려고 노력하니 완만한 인간관계를 유지하고 있지만 진짜 힘들면 인팁 튀어나와서 주변사람들 다 멀어짐
INTP,솔직히 친구한테 연락할때도 진짜 심심해서 연락하거나 용건있어서 연락하는게 끝임 진짜 가끔 아 도저히 안되겠다싶어서 나가서 놀자할때 있긴함 근데 막상 나가도 무기력한편
INTP,9:50 소름돋음ㅋㅋㅋㅋㅋ 상대가 어느부분이 서운한지 알기위해 자기딴에는 조심스럽게 물어보는 찐인팁의 모습ㅋㅋㅋ 인팁은 상대 얘기 끝나면 자기 나름대로 정리가 되어야함ㅋㅋㅋ 얘기를 위한 얘기 극혐함
INTP,상대방이 고민얘기할때. “너가 문제라고는 생각안하니?” 라고 속으로 생각함… 겉으로 말하면 싸패 소리 들을까봐 ㅋㅋㅋㅋㅋ 공감하면서도 그게 고민이라고? 물어보는게 같잖음
INTP,"나만의 유머 코드있음.
다른사람 안웃는 장면에서 빵터짐"
INTP,우린 호기심을 빼면...한 평생 침대랑 한몸이라고 집밖을 나가지 않고도 잘살아갈수가 있다고오오 그리고 유명한 노래도 좋아하지만 하지만 아무도 잘모르는 노래가 더 좋아 그리고 남한테는 관심이 있는거 같지만서도 없어 예의상 관심주는 느낌 난 나만 관심 있어  진심 혼자서도 잘살아 더불어사는 인간사회라는데 난 더불어 안살아 인생은 혼자 사는거야거 내 모토임
INTP,대화하다가 뜬금 없이 그냥 눈에 보이는 거 아무거나 막 얘기하는 거 진짜 나랑 똑같다 ㅋㅋㅋㅋㅋㅋ 중간에 토론 한 번 해야하는데
INTP,7:00 누가 뒷담 하든 말든 관심없는 데 어떻게든 리액션은 해주려고 노력하는 인팁의 고뇌가 참 공감되는군요
INTP,"11:25 ㅋㅋㅋㅇㅈ..챙겨주고 싶은 내 사람인 친구들한테는 감정선 잘 파악하고 원하는 제스처 취해줌 약간 사회화되고 드라마나 매체 통해서 배워둔달까 대부분 빡쳤을땐 같이 욕해주면 위로 잘해준다는 소리들음

뒷담화를 듣고 온 경우->친구 기분 디폴트값 빡침 슬픔 억울 -> 상대방 같이 욕해주면 됨

알바하다 진상 겪은 경우->친구 기분 디폴트값 화남-> 진상 같이 욕해주면 됨

시험 망친 경우->친구 기분 우울->시험 같이 욕해주면 됨"
INTP,20:04 꼭 지금까지 같이 있을동안 머릿속으로는 뭔 생각을 했는지 뜬금 지만 아는거에서 미친듯이 터지는거 졸라 공감된다 저러니까 도라이 소리를 듣지...
INTP,"오고싶어서 온건데? 싫었으면 안 왔지
이거 진짜 나랑 존똑이다 내가 평소에 달고사는 말"
INTP,상대방이 무슨 대답을 원하는 지는 알겠는데 얘기하는 그 상대방이 더 잘못한 거 같아서 반응해주기 시름!!!
INTP,영상 보다가 중간중간 제가 하는 짓이 나오네요 ㅋㅋㅋㅋㅋㅋ 혼자 빵 터지고 있어요 아. 미쳐 ㅋㅋㅋㅋㅋ
INTP,내속마음 왜 다 여기있냐곸ㅋㅋ 나름 사회생활 해야하니까 공감하려고 머리 엄청 굴려서 이해하려고 노력하고 관심없는것도 맞장구 열심히 하긴 하는데 날것의 나는 너무 저거임ㅋㅋㅋㅋㅋㅋ
INTP,아 가평 진짜 찐으로 웃기네 ㅋㅋㅋㅋㅋㅋ 한 타임 지나가고나서도 뒤에 뜬금없이 리와인드되는거까지 완벽ㅋㅋㅋㅋㅋㅋ
INTP,하.. 개웃기다 진짜 초 단위로 다 인팁이라서 할 말 잃음 나도 얼마 전에 삶의 의미 책 사놓고 귀찮아서 안 읽는 중인데ㅜㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INTP,전 엔팁인데… 인팁이 왜 이렇게 좋을까요 정말 너무 귀엽다고 생각해요… 이보다 귀여울순없어요… 인팁들에게 둘러싸이거 싶네요
INTP,일단 인팁은 친하지도 않은 사람한테 공감해야할 이유가 없어요….
INTP,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 인팁인 저는... 폭풍공감하고 갑니다.....
INTP,Inpt 대학생 특- 학교에서 북적이는 사람들로 기빨려서 전철은 혼자 영상보면서 가려고 했는디 친구만나면 속으로 아 ㅅㅂ 생각함
INTP,아 이 유형 존나 매력이써
INTP,"중간에 창문 디자인 참견하는거 개빵터짐 ㅋㅋㅋ
듣기싫은얘기 그만했음 할때 나도 그러는데
infp인줄 알았는데 나 intp였나? ㅋㅋ"
INTP,ㅋㅋㅋㅋㅋ인팁들은 눈 빡 뜨는거나 말 크게하는것도 귀찮아서 거의 눈에 힘이 풀린채 다님..
INTP,인팁들 의문의 개그맨이잖어... 걍 내 생각과 감정 말한 건데 다들 나보고 말 웃기게 한다고 함... 근데 그런 거 싫지 않아
INTP,성격이 소름 돋게 똑같다. 처음에 귀찮아서 구라까놓고 그다음에 걍 앞뒤없이 솔직하게 까발림ㅠㅠ
INTP,아니 아이스아메리카노 너무 다들 마셔서 안마신다는 대목에서 소름 돋았다!! 나만 그런 생각하는 줄 알았는데 ㅋㅋㅋㅋ 사람들 다 그거만 마시니까 괜히 난 마시기가 싫어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INTP,인팁 특유의 은은하게 돌아버린 특징을 너무 잘 묘사해서 진짜 혼자 빡빡 웃음
INTP,이건 원시 인팁이에요. 모든 인팁이 이 시기를 거치지만 여기에 천착하지 않습니다.
INTP,5:00 진짜 라떼랑 밀크티밖에 안시키는데 소름돋네요 진심….
INTP,2:43 인팁이 양말을 못찾는 이유는 누군가가 정리를 해놓았을때 밖에 없습니다 방이 어지러워 보여도 위치는 다 기억해요
INTP,‘인간의 감정’ ‘감정의 동물’ 메모장에 적고 책 주문하려다가 잊어버리는 포인트에서 뜨끔한 사람은 저 밖에 없나요…ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INTP,2:01  존나귀찮은데 존나궁금한거 공감되서 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INTP,인팁이랑 친해지고 싶은 인프피.. 너 진짜 웃기구 귀엽고 다정하다고 했더니 얘가 어 근데 나 다른 사람들한텐 다 차가워~ 너한테만 다정해~ 그러고 계속 귀엽다구 하고 그러는데 요 인팁 저를 좋아하는 걸까요? (인간으로써)
INTP,"깨진 휴대폰, 주문할 목록과 검색할 목록이 적힌 메모장, 나무위키...내잖아"
INTP,14:56 ㅋㅋㅋㅋㅋ 쓸데없는 타이밍에서 웃음 터져서 안 멈추는 거 킹정 ㅋㅋㅋㅋ
INTP,"아진짜 개웃기다
인팁은 침착하고 은은하게 돌아있는 느낌
평상시 눈빛이 대체 뭔 생각하는지 모르겠어서 더 흥미롭고
다가가고 싶어도 나 분석할까봐 선뜻 못 다가가겠음"
INTP,"친구 고민에 그렇구나~~하면서...
머리로는 나 싸팬가? 공감제로..
손은 계속 뭔가를 끄적이거나 찢고 접고
앉았음..뭘 보든 나무위키로 시작하고
세부적으로 찾아보기 시작..똑같은 내용,
사진인데 우리 눈에는 다르게 느껴짐."
INTP,ㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅌ 개재밌는 인간 유형이네 인팁.....ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 썸남이 인팁이라 어떤 사람인지 알려고 하다가 여기까지 왔는데 웃겨서 죽을 것 같음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ (나 = ENFP)
INTP,"이 인팁 참 대단함
안 맞는 사람이 카페까지 불러내는데 나가다니
보통은 안 가는데 인팁 특이 속으로는 엄청 타인을 배려하는 타입이라 그래도 오케이한 거임"
INTP,인팁 반응 이따구인데 계속 같이 하고싶어하는 친구가 대단하다 ㅋㅋㅋㅋㅋㅋㅋ
INTP,ㅎㅎ 너무 잘봤어요~  인팁은 호기심 많은 탐정 같아요 ㅎㅎ 내면에 궁금증이 너무 많은게 지식 갈증 같기도 하고ㅎㅎ 인간관계 중요한거 아는데도 그 시간에 검색하고 궁금한거 찿고 연구? ㅎㅎ 하고 이런걸 좋아해서 ㅎㅎ  대인관계의 필요성? ㅠㅠ 재미를 크게 못느끼는것 같긴 해요ㅎㅎ  그래도 몇몇 소중한 사람들은 꼭 만나려고 해요~~^^ 따뜻한 이엔에프제 남편 만나서 사회성 좋아진것 같아요~ 천사 남편 .나의 감정 쓰레기통 되어주고ㅠㅠ 귀에서 피날듯 ㅋㅋ 인팁은 오타쿠.천재.ADHD 기질이 있어서 꽂히면 몇날 몇일 파고들어서 그 분야 전문가 되요 ㅎㅎㅎ
INTP,연기 개 잘하네 ㅋㅋㅋ 프로라 다르긴하다
INTP,"다독여주기보단
다독이 더 위로되는 성격"
INTP,"INTP : 뒷담화를 했다고? (어쩌라고...) 
그리고 현실적 조언을 해줌"
INTP,"친구 전화 받고나서, 인간의 감정과 관련된 책 주문 하는 거 보고 너무 나 같아서 빵 터졌네요."
INTP,0:42 인팁들은 저나받을 때 여부세여 말구  “왜”이럼 ㅋㅋㅋㅋ ㅋ ㅋ ㅋ ㅋㅋ
INTJ,8:25 미치겟어요 ..ㅋㅋㅋㅋ
INTJ,"내가 본 인티제들은 뭔가..
자기를 욕하는 것보다 자신의 작업을  욕할 때 더 타격을 입는 것 같았음
야이 개자식아>타격 없음. 아 내가 개자식이구나. 어쩌라고.
일을 이따위로 해>그대로 굳음. 자괴감 및 모욕감을 심하게 느낌. 
근데 이건 웬만한 T들은 다 그럴듯"
INTJ,"약속시간 30분전에 도착한 이유는, 일찍가서 뭘 하려는게 목적이 아니라 이동중 발생할 수 있는 모든 상황을 예측해서 어떠한 일이 발생해도 늦지않기 위해 30분 일찍 나왔기 때문이죠.."
INTJ,"제 동생 INTJ,,,

세상은 더럽고, 인간들은 한심하며
인생자체가 덧없기 그지없는데,
고먐미는 너무너무 키우고 싶어해요"
INTJ,외로움도 잘안타고 손해보지 않으려는 성격때문에 쓸데없는 인간관계 안맺고 일만 잘하면되지 이러면서 내 성격에 만족하면서 사는데 활발하게 잘 지내는 회사사람들보면 아주 가끔 내가 비정상인가? 라는 생각이 깊어지면서 슬퍼질때가 있음.. 그런데 댓글보니 저와 비슷한 사람들 많은것같아서 공감이가니 좋네요. 근데 주위에는 거의없는 성격인건 맞는듯
INTJ,"사회화된 INTJ 특징:
밖에서는 전혀 다른 사람인 것처럼 행동하다 집에 오면 급 정색하고 자기 할 일 몰입 + 사람들 연락 잘 안 받음"
INTJ,본인 인티제..나빼고 다 비웅신들이라 에서 잠깐 멈추고 심호흡 중...ㅋㅋㅋㅋ
INTJ,Intj인데 제 성격대로 살면 ㄹㅇ 친구 하나도 없을거 같아서 철저하게 페르소나 만들어놓고 살아요ㅋㅋㅋㅋ큐ㅠㅠ엠비티아이 말해주면 다들 놀람
INTJ,샤워하고 나와서 몇 분 동안 씻었는지 시계 확인하는 사람 나밖에 없음?
INTJ,인티제 회의시간에 제일 많이 하는 생각: 그래서 무슨말이 하고싶은거야..
INTJ,울아빠 intj인데 내가 얘기할때마다 어색하게 짓는 얼굴표정이랑 똑같아서 소름 ㄷㄷ 딸이니까 듣긴 들어줘야하는데 공감은 못하겠으나 최대한 노력해서 대꾸해주심 ㅋㅋㅋ
INTJ,웃어주니까 친구같짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INTJ,7:21 ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㄱ 유미님  조금씩 웃음 터지려고 하는 거 너무 웃겨 ㅠㅠㅠㅠㅠ
INTJ,"intj 많이 하는말
""쓸데없이""
""이해가 안되네"""
INTJ,2:46 아니 어떻게 그렇게 웃으시는거예요?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INTJ,"인팁인데 상대가 쓸데없는 말 시킬 때 '저 할일 많아서 아이스브레이킹 안하셔도 된다 할일 하시라' 하면
다른 타입들은 오히려 불편해하기도 하는데 
인티제는 바로 ㅇㅋ하고 지 할 거 함
인간 신경쓰기 싫은 인팁 입장에서 인티제가 영혼의 반쪽인 이유임 똑같이 인간성 없음 너무 편함"
INTJ,NT특징: 인간을 제외한 세상 만사에 모두 관심이 있음. 우주 저편에서 일어나는 일은 빠삭하지만 정작 내 일상에는 서투름. 논리적이지만 그 논리는 책이나 영상으로 학습한 인류 보편적 논리이고 통계에 따른 논리이지 내 주위 현실 경험에 기반하지 않음. 남들이 볼 땐 기계처럼 보이지만 촉으로 일을 해결하는 경향이 있음. st와 sf가 다수인 한국 사회에서 현실성 없다고 늘 쿠사리 먹음. 하지만 타격감 없다. 왜냐면 매일 먹고 살고 몇 살에 애를 낳고 몇 살에 집을 사고 이런 것은 내 행복을 좌우하지 못하기 때문이다.
INTJ,"인티제의 따스함은 보통 밤에 안고자는 애착인형한테 제일 많이 나옴..사람한테는 그렇게 분석적이고 객관적인데 귀여운거,인형,강아지 고양이한테는 그렇게 관대함"
INTJ,인티제인데 밖에 나가서 사회 활동하면 항상 미묘하게 짜증난 상태인데 집에 오면 헛짓거리 많이 하고 순해지는 것 같아요 집 최고
INTJ,"넘 웃겨서 또 보러 왔어요ㅋㅋㅋ 4:12 저 ""괜찮아 편하게 이야기 해봐""라는 의도의 기계같아 보이는 미소가  공감이 가네요ㅋㅋ 본인은 굉장히 편하고 사람좋은 표정을 지었다고 생각하지만 정작 남들이 보기에는 기계같은 감정 표현이 서툰 인티제들ㅋㅋ"
INTJ,intj 소개팅 편에서도 그렇고 혼자 속마음이 ‘음 인간들은 침묵을 싫어하는군’ 이러면서 진짜 습득 및 입력을 하나요? 넘 웃겨ㅠㅠㅠㅠㅠ
INTJ,INTJ 팀장인데요 부정할래요 반성할게요 우리 팀원들 사랑해요 화이팅 지각하지마세요
INTJ,인티제는 사람을 싫어하는 게 아니다 내 기준에 맞는 멀쩡한 인간이 드문 것일뿐
INTJ,"“팀장을 하고 싶었던 것은 아닌데 나말고 다 뷰웅신들이라 그냥 내가 맡았다” 에서부터 웃다가 눈물난 INTJ 팀장 지나갑니다 

*누군가한테 환하게 웃어주면서 친절해지는 때는  그 사람을 포기했을 때 극공감합니다. ㅋㅋㅋㅋㅋ"
INTJ,근데 사실 intj 저정도로 로봇은 아닙니다...ㅋㅋㅋ사회화가 잘 되었기 때문에 실제로 저러진 않고요 저 모습은 정말 intj 본연의 모습입니다 다른 사람앞에선 가면을 쓰죠
INTJ,6:42 왜 팩트를 전달하는 걸 저렇게 서운해하고  감정을 낭비할까 인간은 정말 성가셔 개공감ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INTJ,“또 무슨 수다를 떨생각이지” 대박. 관심사얘기하거나 친한사람이랑 대화는 재밌는데 회사에서나 공적인 단체생활에서 말많은거 싫어합니다. 특히 안궁금한얘기 . 그걸 뛰어넘어서 가르치려할때.. 관심없고 소음수준임. 미적지근한 내반응때매 시무룩해진 상대방보면 신경쓰이지만 풀려고하진않아요…
INTJ,"모든 유형 돌고 돌아 또 보러왔어요.
곽/희연-
그냥 나말고 다 뷰웅-신 들이라 맡았다.
중독성 쩔어요"
INTJ,0:27 INTJ는 이 대사 하나로 성격 해석 가능
INTJ,7:53 인티제가 아무말 없이 고개 끄덕끄덕 웃는다(난 널 포기했다) 진짜 거의 대부분
INTJ,근데 인티제도 친해지면 진짜 개웃기다고 생각해요ㅋㅋㅋ 정말 뭐랄까.. 광기를 보여줄 때가 있음
INTJ,인티제가 진짜 좋은류의 엠비티아이인 이유가 사회성 적당히에 지루하면 멍때리기 좋은 망상력에 상처 잘 받지 않는 성격에 계획성도 있는 사람이라.. 개인적으로 너무 부러움
INTJ,세상에 intj 손
INTJ,"Intj  혼자여행다니시는분  있나요 ?
친구들이랑 가면 남들 감정  억지로 맞추고신경쓰기 싫고 재미보다는 온전히 내힐링 풍경구경하러감 내 계획대로 완벽하게 다녀오면  좋은여행 이었다고 생각함"
INTJ,"제가 전에 만났던 분이 정말 딱 ‘곽희연’ 같은 분이었어요ㅎㅎ 그땐 mbti 이런것도 몰랐지만 지금 생각해보면, 그분은 확실히 intj 였을거에요. 제 직장상사였는데, 제가 호감이 가서 데이트신청 비슷하게 했고, 휴일에 하루 만났는데, 처음 놀러간 그날 저에게 면접보듯이 이것저것 질문했고, 뭔가 결정을 내렸다는 얼굴로 “그래, 한번 만나보자” 이러는거에요. 저는 사실 제가 먼저 호감을 가졌지만 좀 천천히 알아가보자란 마음이였는데 당황했어요ㅋㅋ 아무튼 그래서 사귀게 됐는데, 좋았던건.. 쉬는날 데이트일정을 세세하게 다 짜놔서, 전 그냥 따라가기만 하면 되서 너무 좋더라고요. Intj 답게 안목이 높아서 그런지 그분이 짠 스케쥴은 내용도 굉장히 알찼고요ㅎㅎ 데이트비용도 정확하게 반반해서 계산하게 하셨고요. 또 엄청 효율적인걸 추구해서 사사로운 감정싸움, 낭비 같은게 전혀 없던 점도 상당히 괜찮았어요. 근데 만났을때 제가 실수 뭐 하면 애인이고 뭐고 얄짤없이 혼내고, 직장에서도 공과사를 정말 베일정도로 칼처럼 해서 아랫직원인 저로서는 서운하고 서러울때도 많았습니다ㅋㅋ 그분이랑 헤어진지도 꽤 됐는데 아직까지도 여운이 많이 남고 정말 특별했던 사람같아요.. 강유미씨 intj 영상보니 그분이 너무 떠올라 길게 적어봤습니다ㅎㅎ (머리스타일도 앞머리만 있으면 똑같아요) 후설로, 전 infj 이고 지금은 enfj 아내와 살고있습니다ㅎㅎ"
INTJ,"ㅋㅋ 평생 intj로 살아온 사람인데 영상 속 연기가 너무 저랑 같아서 놀랐어요
다만 저같으면 사촌동생의 전화는 안 받았을 거 같아요ㅋㅋ 쉬는데 전화라니ㅋㅋ 패스하고 담날 ""자느라 이제 봄""이라고 카톡 보낼듯요 ㅋㅋ 그거 빼곤 소름 돋게 똑같아요!!"
INTJ,도믿걸만큼 이 로봇말투도 왠지 편안해져서 자주 들을듯 묘한 중독성
INTJ,7:58 ㅋㅋㅋㅋ손절타이밍 잡는거 넘똑ㅋㅋㅋㅋㅋㅋ조용히 저렇게 생각하고 손절함ㅋㅋㅋ
INTJ,하 intj인데 요즘 유튜브 영상에서 사람들이 정말 말도 안되는걸로 편나누기하고 싸우는걸 볼때마다 이해가 안가고 멍…청하다 생각이 들어서 어떻게든 저들을 갱생시키고 싶다고 생각을 합니다..만 그 사람들은 자기가 보고싶은대로 본다는 걸 깨닫고 그냥 안엮이는 게 정신건강에 좋을거같아 내버려두게 되었습니다..사람들을 만나고 반복하면 그런 사람들도 실제 만나게 되겠죠.. 정말 골치아픕니다..
INTJ,근데 인티제 무조건 약속시간 30분 전에 미리 나와있는건 굉장히 중요한 일만 그럼 별로 중요하지 않은건 이동시간 등등 계산해서 10분 정도만 빨리 나옴 게다가 그 기다리는 30분에 업무든 뭐든 아무것도 못하는 상황이면(야외에서 약속이 잡혔다던가) 더더욱 정각에 맞춰올려 노력함...버려지는 시간이 있으면 참지 못하기 때문
INTJ,"곽희연을 살리넼ㅋㅋㅋㅋㅋㅋㅋ지난 번에 어떤분이 댓글로 그냥 곽희연같이 생겼다고 한걸 ㅋㅋㅋㅋㅋ
언니 민심반영 쩔어요!!! ENFP 존버합니다️‍"
INTJ,인티제인 내가 많이 듣는 장점 중 하나가 입이 무겁다인데 그래서 고민 상담도 많이 받는 편.. 근데 차마 그렇게 말하는 사람한테 내가 그 화제에 관심이 없고 나한테 중요한 얘기가 아니기에 기억도 못한다고 말을 못하겠더라..
INTJ,"이 영상 몇번봤는데 댓글은 처음 달아봄
난 인티제인데 밖에 나가서 안친한 사람들하고 쓰잘데기 없는 말 안하지만 얼마전 술도 한잔 먹고 그런자리가 있어서 좀 편하게 대화를 하게된 상황이었음.
대화중에 나는 웃길려는 의도가 1도 없었는데 사람들이 빵터졌음. 근데 나 살면서 이런적이 종종 있는데 가볍게 어떤 주제로 얘길 하다가 대체로 나혼자 그 주제에 대해 딥하게 들어갈때 그 국면에서 내가 갑자기 던지는 말이 사람들은 좀 상상하지 못한 상황과 말이라는 느낌을 받으면서 웃음이 나는 것 같더라고. 그리고 사람들은 그걸 농담인줄 아는지 그 이후로 대화가 이어지진 않고 항상 웃고 끝나버림. 이런 일 겪을때마다 내가 사회화가 많이 된줄 알았는데 덜되었구나 싶어서 속으로 역시 쓸데없는말 안하는게 좋겠다고 다시 생각하고 후회도 함. 나는 전혀 웃기려는 의도가 없는데 사람들이 빵터질때 역시 이해받지 못하는구나 아쉽기도 하고 사람들이 대체로 반응하는 말과 행동을 더욱 완벽하게 익혀서 밖에서 빈틈없이 행동하고 싶음. 그리고 그럴때 누군가는 그 말이 웃기지 않고 나와 주거니받거니 할 수 있다면 여자든 남자든 사랑에 빠질 것 같기도 하고. 댓글 잘 안쓰는데 남겨봄 언젠가 지우겠지만"
INTJ,인티제분들 중 반려동물 키울 수 있는 분은 고양이 추천합니다. 고양이는 생활루틴이 딱딱 맞춰져있어야 스트레스 안받아서 인티제하고 잘 맞아요.
INTJ,"INTJ 특징: 쓸데없는 잡담을 시간낭비라고 여김, 사랑에서 금방 빠져나옴(이건 왜 그런지 잘 모르겠음.. 여튼 2주만 있으면 다시 원상복귀됨), 집이 제일 좋음, 말 안통하는 사람 싫어함(무시한다가 더 가까움), 인간관계나 의사소통같은 것을 분석함(이래서 사람이 귀찮음), 솔직히 사회성 떨어지는거 인정.. 그렇지만 딱히 바꾸고 싶지는 않음"
INTJ,"이거 보는 인티제 특 : 
하나도 기분 안 나쁘고 좋아함
이런 나에 대한 만족감 최상 ㅋㅋ"
INTJ,"팀장 맡은 이유, 궁금한 포인트 딱 집어서 불필요한 말 생략해서 물어보는 부분이랑 내 마음 활짝 열려있어 ㅋㅋㅋ 이 부분, 사생활 질문 매너 개똥, 내 시간 아깝다(이거 진짜 항상 하는 생각), 소개팅 태도 다 똑같은데 저기서 서글서글 잘 웃고 말투도 상냥하면 현실 INTJ"
INTJ,유미의 mbti중에서 제일 좋아하는편임 진짜 ㅠㅠㅠㅠㅜ 종나 웃겨 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
