Comment,FilePrefix
자기 사람 은근 줌,INTJ
사람 생각 마음 노빠꾸 직진 사람 친구 성격 일 오히려 간 그냥 손절 개 소리 의견 내면 줄 수 빙빙 말 제일,INTJ
취준생 오늘 면접 깜짝 벌벌 나 면접 유미 탓 나 면접 위로 좀 담 거짓맣,INTJ
공감 영상 최고 로봇 소리 더 이상 듣기 회사 사람 웃 때 정말 웃어요,INTJ
자꾸 중간 중간 속마음 표정 매치 쿠,INTJ
부터 급발진 거 혼자 생각 무한 확장 혼자 혼자 손절각 갑자기 생각 흐름 마무리 개 공감,INTJ
웃기 마지막 소개팅 이상형 얘기 공감 자기 전 내일 사람 먼저 농담,INTJ
중 성향 가장 은근 공감 약간 세상 환멸 때 내 모습,INTJ
감동 지금 몇번 원래 영상 바 역시 천재 인류학자 유미 완전 내 머릿속 판박이,INTJ
무슨 인티제 로봇 줄 아 후 시발 나 남 개인 내적 에너지 끼 악 거리 데 겉 무표정 게 진짜 킹,INTJ
회의 허송 세월 결론 안내 회의 때 내 생각 개 기세 시간 내 에너지 다른 사람 에너지,INTJ
인티 로써 여기 공감 친구 미안 나 속 저런 생각 해,INTJ
개인 인티 제의 모습 포기 웃음,INTJ
말투 왜 로봇,INTJ
캐릭터 만 보고또보고 제 남편 로봇 집 별로 로봇 검사 거시경제 남편 책 성향 책,INTJ
대박 인터스텔라 번 더봄 다중우주 양자역학 상대성이론 등 우주 폭 인티 공통 동족 끼리 통 사람 우주,INTJ
난 인티제 인티 제라 생각 개 책 작가 나 좀 통 갑자기 가슴 웅장 짐 생각 사람 세상 또 게 위로 작가 책,INTJ
내 친언니 진짜 내 애기 때 졸졸 언니 세상 모든 비밀 얘기 초반 가치관 관 얘기 이후 이제 너 좀 말 겁 나 충격 지금 우리 왕 충격 왕서 운 다행 참고 전 엔프피,INTJ
금사 빸 금세 사랑 왘,INTJ
친구 누구 일 사람 자체 채 소모,INTJ
인티제 인간 자체 인간 무 논리 사상 임 남 안 얘기 시간 자기 소문 하나 하나 신경 가식 사람 돈 시간 이해 본인 자신 윤리 사교 사람 생각 함 시간 자기개발 지금 하늘 자동차 임,INTJ
진짜 소름 게 이상은 대사 스스로 말 멘트 순간 온몸 닭살 쫙,INTJ
설득 내 마음 공감 누구 말 싸움 경우 보통 무표정 말 논리 말 의견 얼마나,INTJ
결론 내자 인티제 인간 인간 로봇 요,INTJ
집 모먼트 집 때 속마음 일반인 도청 신고 뻔,INTJ
진짜 천재 컨텐츠 해학 요소 각각 엠비탸 대한 이해 진짜 천재 크리에이터 강유미,INTJ
인프피 친구 널 포기 마상,INTJ
덤벨 물통 강의 효율 추구,INTJ
로봇 행동 인간 인간 행동 로봇,INTJ
본인 인티제 말 대답 내 사생활 얘기 안함 나 사람 선 음 무시 함 회의 때 주제 얘기 사람 귀가 기 사회 제로 내 계획 설계 꼭 지킴 약속 시간 육하원칙 왜 설명 말 변명 내 가장 브레인 어디 함 말 마인드 댓글 사실 봄,INTJ
제 남친 감정 표현 문제 욬 기계 리액션 무드없어 동믈 무 사람 영상 이해 부분 제 모먼트 후,INTJ
친구 기 진짜 뭔가 관심사 얘기 입 모터 단 듯이 얘기 나 하하 속 집,INTJ
비 효율 못 정말 인티제,INTJ
하객 알바 분 또 세계관,INTJ
한마디 효율 연결 계획 자기 길 감 스몰토크 이유 방식 연구 계획 개 판단 결정 과 감히 밀고 기존 방식 효율 계속 걸 효율 다른 룰 만듬 단지 내 보이 세상 효율 억지 뿐 하나 걸 때문 나 시간 임,INTJ
집 곳 사회생활 여러 사람 너 웃음 대답 성의 로봇 말 말 억지 리액션 거,INTJ
다른 사람 팀 내 기준 다른 람보 선 내일 먼저 조 다짐 진짜,INTJ
두번째 영광,INTJ
거 뭔가 공감 간다 폰 갑자기 엔셀라두스 인터넷 그거 성 안 차서 외국 포털 사이트 집 서재 우주 관련 서적 곳 바다 때 과연 생명체 살 만약 살 형태 혹시 고대 공룡 온갖 망상,INTJ
책 때 낄낄 거리 웃음소리 왜케 욬 개 웃기 넼,INTJ
표정 처음 끝 무표정 속마음 희노애락 다나 개웃곀,INTJ
인티제 겉 속 꽤,INTJ
제발 자기 의견 좀 말,INTJ
인팁 인티제 친구 끈기 극한 효율 충 겉 남 관심 잔소리 개 함 지식 줌 남 말 수용 안함 고집 개 상처 척 함 시간 낭비 내 헛소리 최선 다해 좀 열정 페이 표정 겉차속 소리 안함 평소 가끔 포인트 감정 폭발 함 감정 표현 제대로 거 무슨 일인 제대로 설명 밤 마려움 개그 욕심 일단 나 재미 함 퍼줌 좀 좀 짐 자기 말론 누가 좀 밤마려움 수다 임 삘받으 얘기 함 게임 때 살짝 그날 밤 게임 엔딩 컷 다음 날 자랑 함 변수 밤 마려움 생각 평소 나 얘기 잘만 갑자기 굳이 시전 내 속,INTJ
다른 인간 분석 함 성격 이론 관심 인간 미소 장착 말 포기 때 그냥 웃음 집 함 실제 도 효율 일 일찍 퇴근 함 집 책 자기계발 함 조던 피터 슨 찬양 함 혈 독자 이자 독자 강의 봄 외모 인문 예술 눈 보이지 가치 관심 사람 조던 피터 슨 소름 인티제 사회생활 인간관계 능력 여기 대해 의식 생각 특징 인팁 인팁 지난 영상 인간관계 대한 고민 나름 편 경우 유미 분석,INTJ
실제 오해 더 말 사회생활 닉 생각 부분,INTJ
진짜 공감 로봇 표현 하자 비 리하 행동 섴 내적 파티 오지 표정 변화 무표정 기분 오해 선 사생활 이야기 사람 환경 인티제 자체 갑자기 독서 책,INTJ
사랑 금방 빼박 인정이 욬,INTJ
효율 집착 광공 자체 타인 내 거리 비 효율 판단 진짜 스트레스 자기 자신 새끼 대체 뭐 제일,INTJ
저희 하루 종일 내내 사고 마치 숨 불수 의근 마냥 시시각각 모든 걸 분석 자아 성찰 인류 분석 심리 분석 상황 분석 등등 등 그냥 습관 킬링 타임 아주 만이 실제 말 시간 속 생각 시간 텍스트 양 훨 듯,INTJ
로봇 기계 모습 표현 만만 여기 집 제일 말 데 워,INTJ
개 진짜 공감 도,INTJ
성향 그냥 언니 진짜,INTJ
세밀 부분 계산 효율 효율 거리 거 십 겨자 먹기 종종 리더 역할,INTJ
중 사업가 장님 피 눈물 때 이유,INTJ
인티제 시간 미리 완전,INTJ
로봇 이야기 눈거 인간관계 농담 급냉 눈 거 효율 이해 사람 인척 스스로 박 대소 함,INTJ
시간 약속 안 사람 극혐 전 도착 인간 사생활 침해 경보 경보 매너 개똥이 진짜,INTJ
저희 아버지 공장 명 이서 혼자 집 일 힘 거리 이기 때문 동선 최대한 줄 도구로 힘 최소 집 미래 항상 지금껏 감정 당사자 생존 감정 구조 외모 전혀 생각 남 시선 의식 관심 분야 책 공감 도서관 금융 관련 책 거의,INTJ
내 엠비티아이 더 진짜 인티제,INTJ
인티제 희망 편이 진짜 밈 인티제 무거워 언니,INTJ
여기 부터 웃 거 왤케,INTJ
전 사회 좀 인티 제라 전 인티 제라 생각 안해 기적 인정 계속 엠비티아이 검사 계속 인티 제나 옴 나 인티제 아침 일어나서 증시 및 사회 이슈 확인 재택근무 사무실 근무 때 화장실 안감 사람 점심시간 함 우주 이론 평소 심리학 감정 경제 관련 유튜브 책 확률 통계 움직 유튜브 채널 개 미만 유지 함,INTJ
뷰웅신 공감 바로,INTJ
항상 걸 너 혼자 왜,INTJ
정말 제 사람 때 생각 소름,INTJ
인티젠데 집,INTJ
매력 전 남편 남편 소름,INTJ
분석 필요 해 조 내 타이밍 계산 분위기 해석 잘했엌,INTJ
인티제 혹시 로봇,INTJ
팩트 전달 는걸 감정 인티 로써 공감,INTJ
요즘 수익 인티제 주식 놀이터 직관 예상 정도 매수 생각 모두 인티제 행동 왜냐면 내 예상 결과 지금 중이,INTJ
티 안내 손절 생각 진짜 개 웃기 넼,INTJ
츤데레 정석 분석 계산 생각 상대방 기분 거나 선 말 자체 안함 해도 말 정정 능 거지 절대 트집 잡고 건 노답 사람 그냥 일찍이 포기 선 음 때 눈치 걸 추천 를 사람 정 말 레어 케이스 임 화 비 효율 시간 감정 낭비 생각 아예 화 안내 경우 다반사 불구 잘못 때 한번 입 촌철 살인 반박 불가 논리 팩트 로 상대방 멘탈 갈기갈기 입꾹 눈물 쫙 수 공략 법 접근 사생활 개인 시간 존중 선 훨 씬 중요 조금 선 손절 가차 상대방 정도 생각 전 손절 상태 일 갠 생각 조심 장단 움 발산 추천,INTJ
완전 기세 시간 거 노잼 유머 못 금세 책 세상 흥미진진,INTJ
수치 거 인티제 조롱 입 내 인간관계 노력 때 다른 사람 보이 살짝 수치 기도,INTJ
존버합니,INTJ
연구 공감,INTJ
형 남자 대해 작성 사회생활 땐 로 대체로 느낌 성향 퍼느낌 보통 간혹 생활 패턴 로 변환 니 퍼 느낌 고등학생 성향 늘 생각 향 왜 느낌 최근 제대로 깨 뭘 해도 효율 중시 이동 때 모든 효율 루트 생각 팀 원 대화 때 느낌 생각 진짜 진짜 답 쉑이 처럼 손절각 잼 도 상황 상황 일 임 혼자 시간 중요 주말 집 때 뭔가 지식 일 취미 임 흠 남 집 거리 약간 뭔가 경우 회계학 출신 스트레스 해소 법 게임 장사 편이 그냥 문서 장사 체계 장사 편임 얼마 원가 얼마 거래 얼마 수수료 재료 얼마 추적 내용 약간 가계부 나중 실수 돈 흐름 파악 기도 무엇 엑셀 제 자가 수 제조 원가 명세서 재무상태표 손익계산서 정도 간단 수식어 조건 부서 이용 면 빨간색 표기 면 파란색 표기 이용 양식 매월 만듬 객관 자료 때 성취 감 뭔가 발전 취미 생활 맛 생활 늘 문서 암호 처리 함 연결 암호 화로 가족 유추 수 설정 함 사생활 관련 질문 극히 초면 이쉑 뭐 부터 생각 함 경우 페르소나 장착 후 포장 착각 말 상대방 면 전이 라면 내용 마셈 경우 모든 제 사생활 침해 내용 문서 가정 때 핸드폰 나 모든 곳 가족 유추 수 암호 중 내 파일 때 계속 고등학생 때 가족 방문 불 공부 지금 왜 건 이해 사회생활 땐 페르소나 장착 사회생활 다른사람 성향 봄 본인 개 스트레스 집 녹초 감성 취미 활동 예술 를 거나 책 맘 철학자 영상 마키아벨리 군주론 다시금 경제활동 관련 된거 가계부 작성 거나 게임 내 캐릭터 손익 분기점 작성 거나,INTJ
계산 여기 그것 계산 그것 핑계 내 기준 좀 난 기준 사람 수준 날 등등 생각 뇌 후면 포함,INTJ
저리 은근 츤데레 표본 계획 지적 대고 사람 순위 내 이상형,INTJ
도 제 프제 프제 계속 다른 사람 공감 리액션 영상,INTJ
울면 몇번 유미 최고,INTJ
제발 곽희 연 후 속편,INTJ
결혼식 하객 알바,INTJ
인티제 자기 맛 가끔,INTJ
남 출근 항상 지하철 타고 직장 분 도착 차이 를 확인 매번 얼마나 시간 확인 자주 편 개인 특성 물이 음료 때 끌꺽 꿀꺽 때 숫자 셈 강아지 오줌 쌀때 속 숫자 셈 평소 오줌 마려웠구 등 생각 함 티비 주변 갑자기 사람 감정 사람 왜 소리 감정 호소 움 왜 설명 감정 라서 그거슨 답 때문 이해 가면 덕분 대인배 소리 호불호 심지 강하 어필 및 호소 안 기준 효 중시 비 효율 답닺 소리 극혐 재미 교훈 감동 정보 이득 관계 헛소리 바로 컷 멀리 함 사람 나름 적극 면 지식 재주 일반 사람 재능 비 또 매우 예전 왜 기질 직업 환경 노출 온전 나 자아 좀처럼 당황 내 열 순간 곳 분위기 릉 초 파악 나 감각 젠 쫌 피곤 파악 보 별루 결론 가면 몇개 사회생활 집,INTJ
진짜 제 만난 사람 중 제일 로봇 지금 상황 말 타이밍 갑자기 급발진 는걸 노력,INTJ
속 독백 나 계속 웃음 나 내 사회 생각 남 저런,INTJ
중간 중간 치아 보이 강아지 사람 으르렁 거리 강아지,INTJ
진짜 회사 남 나 보고 멍 알 때 머릿속 항상 고찰 조던 피터 슨 웅앵웅 전,INTJ
인티제 젤 봄,INTJ
인티제 상대방 사람 최적화 모습 사람 함 눈치 티 혼자 기 자주 빨림 내 생각 함 즉흥 애 이해 안감 목소리 사람 극혐 고양이 사랑 함 보라색 번 직진 사람 분석 생각 감성 적임 생각,INTJ
언니 진짜 희극인 희극인 셨 존경 수 행운 앞 날 더 항상 응원 컨텐츠 접 수 하루 마무리 수 영향력 희극인 강유미 뽀 에버,INTJ
여기 동족 가운데 동시 동족 혐오,INTJ
진짜 내 최애 임 곽희 연 당신,INTJ
도 사람 이면,INTJ
존버 잠,INTJ
정도 하진 보통 생각,INTJ
집 일찍 핵 공감 전 인티제 말 편이 사람 설명 인티제 은근 겉바 촉 겉 보이 속정 일단 사람 판단 정성 다해,INTJ
클레이 아트 애니메이션 개,INTJ
선배 거 앞 시리즈 자기 관심 말함,INTJ
진짜 번은 볼때 틈,INTJ
이영 상이 젤 진짜 맨 강유미,INTJ
필요 의도 사회생활 노력 삐걱 거리 인티제,INTJ
인간 표현,INTJ
거 계속 높낮이 목소리 웃곀,INTJ
렛츠 파뤼 거시경제 요즘 우주 관련 물리학 책,INTJ
인티 제도 멘탈 규칙 생활,INTJ
인티제,INTJ
공항 일이 도착 직장 출근시간 무조건 도착 소개팅 시 도착 장소 탐색 시험 전날 도착 숙박,INTJ
영혼 반응 소리 로봇 반응 혼자 빵,INTJ
대부분 인티제 걸 무쟈 부분 더 듯 해 인 남편 밖 집 애교 개냥 동물 사실 본인,INTJ
지각 진짜 자리 기 꼭 삼십분 전 도착 함,INTJ
예전 조던 피터슨 가상 의견 주장 영상 때 주관 일치 감동 눈물 글썽 기억,INTJ
거 진짜 진짜 질문 뿐 띠껍다 생각 좀 그냥 일 일인 거지 감정 좀 기분 상해 진짜 피곤 그대로 좀,INTJ
메타 버스 드립 처음 끝 생각 잠도 생각,INTJ
나 본인 공주 왕 주인공 역할 주인 신하 뒤 권력자 조종 통치 계획 비 역할 더 생각,INTJ
개 평생 티 제로 개 타인 그냥 나 설명 영상 듯 더 말 만큼 마스터피스,INTJ
스몰토크 내 관심 분야 대해 시렁 대면 이야기 관심 남욕 인간 얘기 이성 얘기 인간 말 인간 얘기 귀로 생각 함 나 취향 생각 철학 가치관 사람 시간 토크 가능,INTJ
여기 나 사람,INTJ
집 고양이 고양이 만 애교 말투 완벽,INTJ
나 달라 지경 임 내 유형 중 제일 사람,INTJ
개킹받앜 진짜 특징,INTJ
대한민국 스탠 딩 코미디 프로그램 강유미 유튜브 다행 웃 수 여유,INTJ
지금 보 커피 병 손잡이 아령 더욱 아령 도 활용 늘 실용 성과 효율 가치 좇는 인티 제다 움 소품 요 역시 디테일 왕 유미,INTJ
다중우주 이론 상대성이론 양자역학 관심 책 주제 소름,INTJ
기세 간도 깝 생각 갸 죽음,INTJ
,INTJ
세상 내 마음의소리 유미,INTP
진짜 인팁 여기 댓글 실컷 는걸 완성 뭔가 인팁 나 캐릭터 취한 거,INTP
인팁 감정 일 수 영화 볼때 흐름 논리 전개 누구 눈물 주룩주룩 조금 스토리 논리 전개 바로 몰입,INTP
막판 진짜 공감 행실 사람 도덕 게 도덕 행동 걸 이해,INTP
인팁 인간관계 란 평생 숙제 사람 속 나 자신 제일 사람,INTP
진짜 개 공감 친구 고민 흥미 눈 초점 상태 호응 머리 다른 생각 함,INTP
인팁 본연 사회 반응 반응 저항 알 그게 더 것임 때문 말 경향,INTP
인팁 자의식 남 나 담 내용 실제 화도 안남 약간 자신 제 자 인간,INTP
호기심 발동 그게 고작 뒷담화 걸 궁금증 팍 진짜 공감 된닼,INTP
인팁 평소 눈 말 관심 주제 눈 말 짐 말 통 친구 수다 가능 내 눈 또 사람 주변 사람 사랑 함,INTP
뒷담화 무조건 기분 얘기 진짜 존똑,INTP
인팁 건 남 극도 극혐함 자기 낯선 공간 무조건 위생 신경 인팁 인도 절대 걸,INTP
역시 사람 온라인 베스트 마지막 명대사 진짜 공감,INTP
인팁 팁 차이 이건 듯 인팁 관심 얘기 끝 척 관심 얘기 말함 팁 관심 얘기 그냥 대충 주제 말함,INTP
인팁 때 기준 전혀 가지 창의력 때 박 말장난 언어유희 건 안 제 위치 뜬금 곳 때 추가 인팁 여러분 공감 추가 뜬금 행동 무도 박명수 웃 웃 때 배꼽 잡음,INTP
이건 진짜 최소 유미 인팁이얶던 적 진짜 사람 인팁 수 상임 말 하나 하나 표정 생각 방 상태 옷 모든 특징 일치,INTP
인팁 스스로 심리학 책 공부 감정 얼마 학습 누구 공감 감정 일 수,INTP
유미 분석 생각 개,INTP
일단 전화 거 인팁 혼자 때 전화 인팁 카톡 뭐 못 구라 침,INTP
말 때 데시벨 적정 주변 친구 목소리 시작 내 눈치 보 뻘뻘 대면 시킴,INTP
성향 분 자기 일 평생 살 확률 다른 타입 현실 적응,INTP
유미 엠비티아이 거슨 엠비티아이 유형 별 컨텐츠 진행 그뤃겟다 예고편 가슴 웅장,INTP
이제껏 다른 젤 웃기 동안 그냥 존나 웃음 진짜 강유미 킹정,INTP
제 엔프피 전혀 대답 인팁 친구 적도 사실 가끔 제 업일때 다운 때 늘 판단 함부로 말 곁 친구 세상 가장 지혜 이솝우화 별명 요즘 아이돌 덕질 어딘가 푹 본인 덕질 하라 덕질 뎅,INTP
인팁 진짜 초 자기 사람 물건 대상 아무 생각 남 서론 이야기 왜 생각 먼저,INTP
사회 인팁 더 디테일 데이터 수집 표정 리액션 상대 분석 뒤 대답 대화 내 관심 분야 시간 꾹 참고 다른사람 마디 계산 후 마디 수 분위기 각색 말함 사실 대화 말 논리 수정과 아이디어 가공 못 척 못 척 척,INTP
왜 격공했어 그게 실제 느낌,INTP
거 진짜 진짜 임 안 속 계속 나 보고 어쩌 거지 생각 관심 주제 말 디테일 영상,INTP
하이 볼 생각 하이 볼 뜻 뭐 단어 유래 뭐 나무 위키 정독 하이 볼 잔 가격 비교 다가 안 사기,INTP
진짜 때마침 집 근처,INTP
사실 공감 능력 빻다 자기 자신 감정 못 느낌 자신 따위 별로 신경 오직 눈앞 새 정보 팩트 흥분 뿐 사회생활 데이터 코딩 통해 공감 척 줄 알 사생활 선 순간 의 모습,INTP
얘 왜 나 전화 낌새 보임 기빨릴걸 감수 눈 감고 만남 별거 궁금증 휘 둘리 다짐 함 또,INTP
인팁 뭔가 느낌 덕질 구글링 재료 구글링 더 이상 무기 해짐 정보 유혹 그때 심장 파고 때 쾌감,INTP
저기 유미 친구 더 거지 인팁 친구 땐 공감 노력 함 애초 친구 대부분 성향 호소 상담 함,INTP
초반 무음 전화 온 폰 게 개,INTP
제 잘못 때 언니 편 볼때 공감 도 의아 제대로 결과 편 보 공감 가요 소름 제 평소 말 그대로 다른 인팁 댓글 공감,INTP
마음씨 로봇,INTP
아이스브레이킹 용 대화 진짜 공감 요새 말 사고 회로 시작 내 근황 의 무엇 의 범위 무엇 대답 가장 무난 답변,INTP
인팁 서랍 속 옷장 속 정리 제대로 정리 아예 안 주의 상태 된거 임,INTP
인팁 방 정리 개판 데 방 뒤 제대로 묘사 진짜,INTP
사실 난 진짜 사람 성적 조언 그냥 나 제대로 사람 공감 리액션,INTP
뒷담화 인간관계 관심 그냥 하이퍼 리얼리즘 자체 임 관심 뒤 시간 인터스텔라 얘기 우주 뭐 상상 더 가끔 내 삶 트루먼쇼 고도 생각 함,INTP
감정 때 이해 행동 비 효율 행동 때 꼰대 상대 때 분노 함,INTP
적 수련 회 곳 캠프파이어 시간 행사 때 걸 왜 생각 분위기 몰입 다시 뭐 상황 혼자 속 나 걱정 때,INTP
남 내 뒷담화 진심 직접 진짜 개 공감 뒷담화 왜 내 게 그냥 내 원래,INTP
약간 인팁 파트 사회 인팁 겉모습 진짜 속마음,INTP
유미 황무지 인팁 평생 소원 아무 곳 혼자 영화 좀비 사람 주인공 혼자 부러 움 좀비 감정 리액션 요구 여,INTP
뼈속 로서 인스타 쇼츠보 감동 성지순례 표현,INTP
대장정 서막 오프닝 가슴 웅장,INTP
인팁 첫 정 이유 머 적 처음,INTP
나중 사회 인팁 버젼,INTP
방 거 평소 신경 안 갑자기 팟 부스터 싹 청소 방전 핸드폰 방해 금지 모드 흥미진진 우주 관련 책,INTP
진짜 애 주가 인팁 계시 손 한번 여 명도 못 봄 구 아무 안,INTP
인팁 사람 이유 오늘 알 언니,INTP
예술,INTP
간만 행복 퀸 유미 영상 세상 호탕 약간 자존심 상해 웃 번시 도도 번 진짜 문 웃기 가평 뜬금 가평 엌 가평 갑 가평 가평 꺙 진짜 가평 알 아들 게 어이 웃음 이안 멈무처 인팁,INTP
진심 어쩌 표정 나 왜 말 이해 표정,INTP
인팁 술 혼술 사람 술 사람 술 모임 곳 발목 술 약속 임 곳 가면 빨리 술 의미 느낌,INTP
표정 말투 배경,INTP
막 지랄 자체 학습 된거,INTP
인팁 고민 인간관계 어투 방 아이컨택 하나 하나 디테 유형 기대,INTP
의식 흐름 고찰 갑자기 책 주문 포기 공감 개,INTP
머리 대충 정수리 푹 두상 양인,INTP
인팁 상대방 얘기 공감 안 영상 반응 공감 못 해도 인팁 생각 만큼 눈치 상대 왜 답정너 질문 내 기분 땐 대답 내 기분 별로 일 땐 일부러 절대 대답 안 내피셜 영상 속 유미 첨부 터 친구 절친 다짜고짜 무례 범주 놈 호기심 기대 내용 절대 답 호응 생각 듯 예 제 모든 인팁 내 인팁 예 유형론 결과 론 맙시 가평 진짜,INTP
창문 왜 영감 마음 사찰,INTP
고작 뒷담화 걸 날 굳이 여기 눈빛,INTP
제일 소름 전화 오 친구 바로 좀 무서움 인 걸 의식 공감 건 줄 그냥 친구 동안 핸드폰 척 완전 공감 대화 친구 핸드폰 거나 연락 온 핸드폰 켜 보고 앱 여기저기,INTP
공감 내 방 쓰레기 거짓 말로 약속 안 만들기 갑자기 인간 감정 원론 거 검색 의미 대화 대충 드라마 유튜브 걸 상대 감정 추론 인간 별 기대 안함 다마 자체 남 인간 보나 대한 호기심 남 취미 공감 건 남 걸 억지로,INTP
한가지 다른 점 의자 선비 임 침대,INTP
인팁 지금 영상 보기 조금 좀 총총,INTP
전화 진짜 사회 된거 임 대부분 전화,INTP
나 인간 대한 기대 없어욬 내 이따 군데 남 기대 해 진짜 언니,INTP
거 인팁 버전 임 좀 더 사회 화가 인팁 겉 공감 척 속 걸 왜 고민 생각 함 사회 화가 인팁 속마음 나레이션 연출 더욱,INTP
진짜 인팁 속 생각 유미 말 느낌 닼 중간 중간 나 줄 얘기 때 본론 데 나인 줄,INTP
가상현실 과학 증명 대화 대화 사람 사람 침묵 겉도 이야기 빨림 인간 극혐 공감 오프라인 상의 인간 관계 년 마음 속 표현,INTP
거 마음 상하 말 진짜 그냥 내 마음 제대로 말 말 된거 임,INTP
인팁 사용설명서 인팁 억지로 행동 생각 진짜 혹시 꼬리 질문 더 화남 본론 말 나 대해 말 거 여러 번 거 여러 번 답 의식 흐름,INTP
사람 관심 인간 인류 존엄성 관심 전문가 말 인팁,INTP
뒷담화 얘기 모든 흥미 삭 점점 눈 시작 유미,INTP
동물 한해 선 감정 적임 내 누나 이자 여동생 이자 친구 이자 안식처 이자 동료 요크셔테리어,INTP
어머나 뭐 컨텐츠,INTP
사회생활 타인 감정 표현 보고 함 감정 표현 이해 공감,INTP
제 젤 친구 진짜 애 타 욬 자기 말 자기 거 진짜 광 마지막 하루 종일 소감 웃갸 친구 화면 안,INTP
와중 유미 과자 존맛임 이마트 양 맛 가성 비,INTP
고민 상담 때 제일 말 너 기분 내 라면 움 상처 엄 이해 왜 너 마음 이해 사실 안함 지금 저런 말 이유 패 취급,INTP
사회 인팁 말 거 진짜 정말 속 반박 함,INTP
진짜 로써 거의 모든 논리 이유 의문 공감 게 좀 기도 인간 무엇 나 무엇 를 계속 고민 주제,INTP
인팁 줄 요약 존나 존나,INTP
상태 눈 상태 표정 의상 일치,INTP
개 중 맨 처음 영광,INTP
중 인팁 시청 보아 인팁 역시 인터넷 군,INTP
뼈 팁 이건 진짜 인팁 본질 여기 사회 더 말 안 본질,INTP
인팁 첫빠따 이유 대화 상대자 상대자 식 다음 유형 물 소개 다음 편 인팁 누구 더 불가능 첫빠따 한번 그림 유미,INTP
사회 인팁 정도 짘 필터 링 이야기 하진 않아욬,INTP
내 인팁틀 말 농담 내 취향 뭐,INTP
얘기 집중 흐트러져 창문 존똑,INTP
지금 모습 소름 과자 컴퓨터 앞 침대 이불 옷 정리,INTP
전화 절대 맥락 갑자기 책 주문 계속 강조 공감 이해 기승 전결 정리 전화 친구 보고 술 연애 필수 인팁 공감 포인트,INTP
포인트 어케,INTP
인팁 공감 능력 소리 남 얘기 드라마 보건 누가 해도 눈물 안 노래 때 질질 짬,INTP
남 이해 인팁 유머 코드 진짜 주변 사람 또 공감 부분,INTP
인간 감정 단어 검색 책 주문 보고 공감 책 도착 때 책장,INTP
팁 창 팁 끼리 극혐 각자 자기 최고 다른 팁 서로 인팁 서로 존중 분석 분위기 인팁 방가 워,INTP
혼자 때 개 짜증 다가 남 앞 감정 동요 절대 티 공감 가족 진짜 사람 화 안내 의미 리액션 관심 임 나 사회생활 내 안 짜증 화 표현 생각 감정 컨트롤 사람 멸함 경멸 거티,INTP
인팁 알 수 유형 임 본인 모름 본인 나름 거 속 속 은 만족 이란 뭐 길 뭐 때 다시 말 인팁 사람 만날 때 이나 뚝딱 둘 중 하나 거 진짜 요가 디폴트 상태 사람,INTP
인팁 친구 사람 인팁 영혼 사람 기분 칭찬 독설 말수 거의 진심 임 누구 신뢰 감 유형 임 자기 생각 인팁 정말 그냥 말 그대로 알 인 나 남 눈치 보고 남 말 속뜻 때매 늘 스트레스 인팁 영혼 그냥,INTP
인팁 말 내용 옷 노력,INTP
회수 제일 역시 인터넷,INTP
가지 성향 기존 캐릭터 세계관 범 마블,INTP
포인트 혼자 하루 종일 거 개 공감,INTP
팁 사람 오해 인팁 인간 존재 인간 이면 인간 답 임 물질 집착 거나 감정 거나 무 논리 거나 로남불 등등,INTP
다른 건 나 철학 심리학 주식 영성 과학 얘기 때 소름,INTP
인팁 초등 교사 기간 제로 일 때 학년 애기 선생님 여기 손톱 순간 뭐 정말 공감 능력 조정,INTP
얘기 시발 걸나 왜말 고작 거 표정 일순간 안면 근육 개 공감,INTP
친구 얘기 순간 진짜 정색,INTP
초 눈 동감 자꾸 눈동자 상대 말 때 계속 똑바로 적 거 거 커피잔 보고 멍,INTP
인팁 제 자의 시선 보 진짜 극혐 거울 치료 진짜 백신 증시 버블 시뮬레이션 우주론 얘기 나 개 애 얘기 사람 마무리,INTP
인팁 특인진 아이돌 연예인 사람 성격 정보 대해 분석 하나 하나 캐 사람 알 때 흥미 확 내 정보 재미 다음 행동 말투 함 또 다른 연예인 거 반복 듯 난 막 년 사람 사람 젤,INTP
남편 출장 뭔가 거 옴 내 남편 기분 포인트 방 약간 감자칩 먹기 나중 수 집 청소 굳이 이유 말 무지 궁금 저축 양말 못 만날 때 필터 얘기 아아,INTP
내 생각 거 말 오해 진짜 진짜 말 그대로 이야기 속뜻 생각 기분 사람 개,INTP
유미 온건 가슴 웅장,INTP
좀 엠비티아이 과 명 모 회의,INTP
대화 위 대화 부분 진짜 소름 포인트 잡음,INTP
전 인팁 원래 관심 와중 왜 인팁 친구 더 죸 거 대화 버전 영상 있네욬 상대,INTP
이쯤 그냥 은 변명,INTP
영상 나 헤어 옷 배경 표정 캐 당황 함,INTP
오기 안 인팁 친구 인프피 친구 로서 공감 진짜 집 근처,INTP
저희 친언니 순간 빵 진짜,INTP
천재 책,INTP
이해 못 부분 대해 공감 능력 위로 서두 밑밥 홍대 병 웃음 혼자 나라 반성 자아 성찰 영상,INTP
내 주변 친구 가지 요약 수 광끼 천재 순수 취향 이야기 수 시간 줄 친구 외향 매력 경우 인기 본인 대한 애착 매우 전생 나르시스 가장 유형,INTP
사회 덜 사회 거부 인팁 진짜 사회 후 정도 사회 가면 줄 알 안 사람 정말 분야 천재 거나 돈 인간관계 포기 살 코드 개그 에코 세번 더 정말 공감 나,INTP
